,Rating,Title,Review,Review_Date
3710,5.0,Value for Money,"Nice phone, good fingerprint sensor, fast face unlock system, processor is also good with 5g band, if oxygen OS 12 was there then it'll be killer.",Reviewed in India 🇮🇳 on 2 August 2022
3711,5.0,Good product,Good Product,Reviewed in India 🇮🇳 on 4 September 2022
3712,4.0,Simply super,Nice,Reviewed in India 🇮🇳 on 1 June 2022
3713,5.0,Looks & feel as well as the performance of this phone is very good.,"The performance of the phone is very good. It's been two weeks now and haven't seen any issues. Cameras are really good and nice pictures. Battery capacity could have been better with more mah (say 5000 mah and above), but the fast charging is just amazing. About 20 minutes, the battery is completely charged. Look and feel of the phone is nice. OnePlus phones are always charged at a premium price, but I feel the cost can be reduced.",Reviewed in India 🇮🇳 on 26 May 2022
3714,4.0,Always onn,Zabardast,Reviewed in India 🇮🇳 on 1 June 2022
3715,3.0,It's average in quality,This is good but not at per expected by one plus. Some problem with touch,Reviewed in India 🇮🇳 on 23 July 2022
3716,4.0,Front camera is not good pixel,,Reviewed in India 🇮🇳 on 28 May 2022
3717,3.0,"Hanging issues, something fully phone not able to use for some time","Hanging issues, something fully phone not able to use for some time",Reviewed in India 🇮🇳 on 26 July 2022
3718,5.0,Good,Good,Reviewed in India 🇮🇳 on 4 September 2022
3719,5.0,Good,Good,Reviewed in India 🇮🇳 on 4 September 2022
3720,5.0,Best smartphone in its category,Quality product,4 September 2022
3721,5.0,Nice phone,"Nice phone, speed and touch of this phone so nice, camera quality is good. I am happy with this phone and my right decision to bought this.",31 July 2022
3722,4.0,👌👌👌,,28 May 2022
3723,5.0,GOOD BUDGET PHONE,Highly satisfied using oneplus nord ce2 5g. worth every penny,23 August 2022
3724,5.0,Good quality,Good quality,3 September 2022
3725,3.0,Battery back up is not that great!!,Using this photo from last one month disappointed with the battery back up.,22 July 2022
3726,4.0,Battery backup is average.,Battery drain very fast. Camera is ok . Phone unlocking-  double tap option is not available.,29 April 2022
3727,4.0,Worth,Best phone in this price point,25 May 2022
3728,5.0,Superb,Nice phone,2 September 2022
3729,4.0,Great phone.,Phone is work smooth compare to other phone.,18 May 2022
3730,5.0,Awesome.,After using it for 5 months I didn't face any issue.,22 August 2022
3731,5.0,Value for money,"I am using since months, didn't face any issue.",25 August 2022
3732,5.0,just go for it. Amazon giving good exchange offer. worth of every penny. Thank you very much Amazon.,just go for it. Amazon giving good exchange offer. worth of every penny. Thank you very much Amazon.,11 August 2022
3733,5.0,Mast,I like it,30 August 2022
3734,5.0,Bad Camera,Bad Camera,2 September 2022
3735,4.0,Good phone,"Cheapest one plus device but lacks many features, camera is not of a great quality, multitasking is quite good.",27 April 2022
3736,4.0,Good Battery Life but camera quality should be improve,1. Battery life is GOOD.2. Front camera should be better.3. Light weight & slim body.4. No heating issues so far.Overall a good buy for mid level budget.,31 March 2022
3737,4.0,Camera is not upto the mark,Except the camera phone is ok,25 May 2022
3738,4.0,Camera is great.,It's nice phone.,29 May 2022
3739,4.0,Build quality,Proformane is good..but build quality need to improve...compare to Nord 2 ..CE2 is not worth to by in 25k,27 April 2022
3740,5.0,Good phone for mid range phones with few defects,"The camera quality is awesome. But it has a major defect, the phone goes on mute by default while talking on the phone, since the sensor is very close to the dial.",23 July 2022
3741,4.0,Nice product 😊,Like it,27 May 2022
3742,4.0,Camera quality is not good.. poor quality even though it is 64 MP but still poor,Poor camera,30 May 2022
3743,4.0,Camera quality could be better.,Camera quality could be better.,23 May 2022
3744,3.0,Ok Ok type Mobile@ high range📱,➡️Display quality & Clearity is best👌✅➡️Camera Quality poor📸❎➡️Battery life poor(Max One day use)🔋❎➡️Takes time to open Galley❎➡️Overall Performance ok type🥴➡️ Supervooc Charging is best(Max 45min)🔌✅➡️Price is high compare to its performance ❎,5 July 2022
3745,5.0,Very nice 📱🤳,Nice quality 📸📸,1 September 2022
3746,5.0,Good Balance Product,Nice phone.Camera quality is good but there is scope for improvement.Other things are fine.,13 August 2022
3747,5.0,I like it very much.,All features are good.,28 August 2022
3748,5.0,Best 😍,One plus is ❤️ my 3rd 1+ after 1+3 ..Great specification mobile fone and with good budget,15 August 2022
3749,3.0,24999 Segment not Worthy 😒,"Let's Talk about OnePlus Nord CE2Price 24k Not WorthyOnly Us toes Brand Value.Fast Charging Phone with Fast Draining Battery.Average Camera's, poor Build Quality.And still Running on Android 11.Most of the phone's come with Android 12 out of the box. OnePlus Signature Alert Slider Missing too.Only one good thing I feel super amoled display.It's my opinion after 1 months of usage.Thank you 😌💖",13 May 2022
3750,4.0,Awesome phone,Thanks oneplus,Reviewed in India 🇮🇳 on 2 June 2022
3751,5.0,It suprised me ;the best out there,Not just the fast charging that's impressive the battery backup is impressive too! The camera does so good ' the rear camera  has an auto HDR glitch  which i have to turn off everysingle time ! The selfie camera is just fantastic! My device doesn't lag not even a bit' and the features it has everything everysingle features for which OnePlus is known for but yea it misses the alert slider . The screen is well lit iand  the software UI it's an add-on to the beautiful screen .I get good ok network speed on this one . I had a hard time on my past device ...This device is really worth purchase,Reviewed in India 🇮🇳 on 1 March 2022
3752,2.0,Not Satisfied,Nothing is good,Reviewed in India 🇮🇳 on 16 November 2022
3753,5.0,Good,"The media could not be loaded.
                



 Good quality",Reviewed in India 🇮🇳 on 18 September 2022
3754,4.0,This is produced very nice,"The media could not be loaded.
                



 Thanks for Amazon",Reviewed in India 🇮🇳 on 27 May 2022
3755,5.0,"Awesome... Weight less, fast charging, speed...",I have been using from last one month... Within 30 minutes it's getting battery full... Fast refreshing... I have restored all backups from old phone there's no any hang...  Working very well..,Reviewed in India 🇮🇳 on 16 July 2022
3756,5.0,Ok ok,Basick mobile,Reviewed in India 🇮🇳 on 2 September 2022
3757,5.0,Good,The phone is very much good this camera is also good you can enjoy at this rate a latest and hitech phone,Reviewed in India 🇮🇳 on 7 August 2022
3758,4.0,Worth for money,The media could not be loaded.,Reviewed in India 🇮🇳 on 30 May 2022
3759,5.0,Best phone,Best phone,Reviewed in India 🇮🇳 on 30 August 2022
3760,5.0,"Best mobile phone, I ❤ Amazon",All are good,1 September 2022
3761,5.0,Super mobile excellent specifications,Super,2 September 2022
3762,5.0,Nice phone in this price,I like this phone battery life and display quality,22 August 2022
3763,5.0,1+ to everything,"Review on 1st dayThe phone is superb amazing with camera,sound,the famous ""Oxygen Os"" the first day didn't disappoint me although i will write agai after 15 days of usage but till now it's amazing .After 15days- The phone is amazing from top to bottom just that you don't compare cameras to another high price phone i felt the night shits were not that clear but it was bright and day time photos are very fine overall after 15days of continuous usage the phone is solid . Great 1+",11 May 2022
3764,5.0,Awesome OnePlus,Solid performance with best deal,28 August 2022
3765,5.0,Good for OxygenOS lover,"Worth of money.. mobile is good for this price whos intrested to used oxygenOS, display litely dull bcz of no AMOLED display and brightness is very low bus 120Hz display so mobile smoothly work...",21 July 2022
3766,5.0,Very good phone,The media could not be loaded.,17 September 2022
3767,4.0,Good camera clarity at this price,Nice mobile good camera good speaker battery life some low other features all good,30 April 2022
3768,4.0,marvelous,marvelous,30 May 2022
3769,5.0,Nice product,Excellent phone,30 August 2022
3770,3.0,Overall performance is average,I suggest to purchase costlier models of OnePlus as the performance of this phone is average like in other brands,17 July 2022
3771,3.0,Over all it's good .but battery life not as expected,"Design ,display is outstanding .but battery life is not as expected...",28 July 2022
3772,5.0,Good budget phone,"This is an amazing phone for people looking at OnePlus brand to start with. I have previously owned One plus 2 and a One plus 5T and when I had to switch this time, I didn’t want to move away from OnePlus brand and spend too much money as well. I am a basic smartphone user and use this for basic browsing, social media, YouTube etc and this phone meets the performance bar. If you are looking for a good phone without making compromises on quality of components, camera etc, you can definitely consider this.",20 April 2022
3773,4.0,Simply Amazing,"Oxygen OS UI is best, and you will feel smooth experience with beautiful display and loud speaker and headphones jack output is crisp and loud...camera need optimization specially in low light ...but the look and feel and light weight of this device will amaze u for sure ...and its good to go with the device with OnePlus brand value.",26 February 2022
3774,5.0,Oneplus - Quality at your budget,The amazing part of this phone is charging. No hanging till date,21 August 2022
3775,4.0,Slomo phone..,Camera pixels are average.,26 May 2022
3776,5.0,Good,Good for primium phone range,27 August 2022
3777,4.0,Good but not up to the mark,"Good phone. But camera is average like 16000/- phone. Thay given mono speaker, in this price range we can get Dolby on other phone. Any way performance is good. Very fast like blink of your eyes. But much over priced. It should come in 22k to 23k range.",4 March 2022
3778,4.0,Color is different,Mobile Color as shown in picture is different from original color,11 May 2022
3779,4.0,"Descent phone with Great desing, battery, display, 8 5g bands👍and average camera.","Descent phone.Great Design.Batter and charging is very good.Display is awesome,90Hz is perfect.Processor in perfect regarding price.Better 5g connectivity, this phone has 8 5g bands means future protected.Disappointing thing is camera,less than average camera quality, with 24k price cameras should be much better.",1 March 2022
3780,4.0,Good,Good mobile,Reviewed in India 🇮🇳 on 28 May 2022
